plot_id,date,n_pixels,valid_frac,NDVI,EVI,SAVI,NDRE,NDWI
P009,2024-07-05,84,0.6096400201223473,0.1734,0.1355,0.1829,0.0925,-0.058
P010,2022-02-01,64,0.6186113378877397,0.1299,0.1094,0.1636,0.0919,-0.0177
P010,2022-02-11,99,0.8230742726738505,0.1219,0.0912,0.1253,0.0699,-0.0252
P010,2022-02-21,77,0.6023021122511436,0.1668,0.1407,0.1768,0.0677,-0.0343
P010,2022-02-26,115,0.8808747753214581,0.1908,0.1733,0.2133,0.112,-0.0543
P010,2022-03-08,104,0.6839866484119302,0.2746,0.2532,0.3006,0.1556,-0.0786
P010,2022-03-13,68,0.7947646854262599,0.411,0.3531,0.4631,0.2168,-0.0935
P010,2022-03-18,80,0.6153868918842851,0.5152,0.4413,0.6168,0.2846,-0.1142
P010,2022-03-23,61,0.743687092254542,0.6401,0.5503,0.7401,0.3429,-0.1681
P010,2022-03-28,68,0.976821533718288,0.7331,0.6412,0.8444,0.3995,-0.1698
P010,2022-04-07,96,0.5949546501721633,0.8477,0.7255,0.9731,0.4659,-0.2012
P010,2022-04-12,60,0.46026958404399504,0.8849,0.7547,1.0245,0.4684,-0.2278
P010,2022-04-17,104,0.7532547256589874,0.8934,0.7756,1.0476,0.4816,-0.2181
P010,2022-04-22,70,0.8098469452108851,0.9161,0.7817,1.0703,0.5171,-0.2396
P010,2022-05-02,70,0.7972450930727684,0.9017,0.7777,1.0388,0.4983,-0.2242
P010,2022-05-12,98,0.5720328032711164,0.8871,0.7684,1.0252,0.4875,-0.2274
P010,2022-05-17,63,0.898715413997627,0.8763,0.7366,1.0077,0.4924,-0.2384
P010,2022-05-22,75,0.7299255213367449,0.844,0.7124,0.9719,0.4873,-0.2142
P010,2022-05-27,114,1.0,0.8211,0.6924,0.9624,0.4516,-0.1874
P010,2022-06-01,73,0.740155397717012,0.7539,0.6346,0.8678,0.4254,-0.1886
P010,2022-06-06,61,0.9582222424792647,0.6874,0.5811,0.788,0.39,-0.1596
P010,2022-06-16,65,0.9791298097135882,0.492,0.4297,0.5533,0.2674,-0.1323
P010,2022-06-26,88,0.5366099026825475,0.3298,0.2641,0.371,0.1848,-0.0762
P010,2022-07-01,68,0.8377376999620056,0.2671,0.2388,0.2895,0.1612,-0.0699
P010,2022-07-06,71,0.5514861859855194,0.209,0.1777,0.2427,0.1288,-0.0681
P010,2023-02-01,73,0.7448960995975387,0.1179,0.1132,0.1372,0.0624,-0.0382
P010,2023-02-06,111,0.5955596107672831,0.1389,0.1109,0.1655,0.0541,-0.022
P010,2023-02-11,96,0.8337175517924481,0.1505,0.1263,0.1624,0.0811,-0.0474
P010,2023-02-16,107,0.8710169745822153,0.1257,0.1216,0.1482,0.0802,-0.0344
P010,2023-02-21,91,0.6920290690924636,0.1724,0.1492,0.1876,0.0842,-0.0367
P010,2023-03-03,92,0.8505921465759632,0.2487,0.206,0.2861,0.1538,-0.0541
P010,2023-03-08,118,0.6444180988425303,0.3162,0.2589,0.3564,0.1709,-0.1026
P010,2023-03-18,96,0.8675639651096698,0.5352,0.4584,0.6094,0.3014,-0.1266
P010,2023-03-28,69,0.5864010038446072,0.7444,0.6253,0.8568,0.3981,-0.1912
P010,2023-04-02,64,0.7756670847796906,0.8139,0.6961,0.94,0.4478,-0.2189
P010,2023-04-12,76,0.7612471826984755,0.8579,0.7434,0.9947,0.46,-0.2077
P010,2023-04-22,70,0.8773298883953158,0.8964,0.7603,1.0167,0.4985,-0.2219
P010,2023-04-27,67,0.6421371781667307,0.9133,0.7824,1.0498,0.5043,-0.2247
P010,2023-05-02,67,0.6158575467176922,0.8657,0.7138,1.0012,0.4616,-0.2151
P010,2023-05-07,94,0.5693974629245911,0.8819,0.7489,1.0308,0.5056,-0.2106
P010,2023-05-17,69,0.857793243808658,0.8622,0.7313,0.9971,0.4666,-0.2173
P010,2023-05-22,75,0.8240584071690372,0.8111,0.6837,0.9194,0.4656,-0.1779
P010,2023-05-27,92,0.5514011857904835,0.773,0.6493,0.894,0.4412,-0.2054
P010,2023-06-01,99,0.8796867676928812,0.7155,0.6048,0.8072,0.401,-0.1676
P010,2023-06-06,92,0.8107860136959647,0.6449,0.5434,0.7332,0.367,-0.1574
P010,2023-06-11,73,0.591773649852214,0.5584,0.4692,0.6438,0.3004,-0.1318
P010,2023-06-16,119,0.6011200788754216,0.4637,0.3948,0.5349,0.2662,-0.112
P010,2023-07-01,68,0.7933257527489064,0.2425,0.2028,0.2958,0.1495,-0.0543
P010,2023-07-06,100,0.7368061423528234,0.1926,0.1511,0.2193,0.1071,-0.0459
P010,2023-07-11,90,0.64617688924607,0.1801,0.1462,0.2216,0.1083,-0.0489
P010,2024-02-01,64,0.7241217021024023,0.1532,0.1107,0.1728,0.0843,-0.0366
P010,2024-02-06,91,0.7103484454101494,0.1273,0.1111,0.1564,0.0689,-0.0286
P010,2024-02-11,99,0.6529861625280643,0.137,0.1217,0.152,0.08,-0.034
P010,2024-02-16,106,0.673781851137647,0.1161,0.0822,0.1374,0.0666,-0.0205
P010,2024-02-26,64,0.693039607822555,0.1863,0.1496,0.2044,0.0817,-0.0313
P010,2024-03-02,89,0.615586678833633,0.2136,0.1997,0.2422,0.1143,-0.039
P010,2024-03-12,69,0.7873083390478529,0.3576,0.3,0.4051,0.1745,-0.0922
P010,2024-03-17,64,0.7530462009840608,0.4747,0.3936,0.5482,0.2733,-0.1144
P010,2024-03-22,71,0.6304563520078191,0.5351,0.4635,0.584,0.2989,-0.1081
P010,2024-03-27,66,0.748813351481291,0.672,0.5665,0.7831,0.3753,-0.1665
P010,2024-04-01,61,0.7525126063607613,0.6921,0.6201,0.7974,0.383,-0.1901
P010,2024-04-06,94,0.5496814724460192,0.7846,0.6453,0.9026,0.448,-0.1957
P010,2024-05-01,79,0.9201798673045828,0.8375,0.7195,0.9744,0.4676,-0.2028
P010,2024-05-11,102,0.5248410849567728,0.8189,0.6887,0.9404,0.455,-0.2015
P010,2024-05-21,117,0.6191422337559311,0.8023,0.6843,0.9142,0.439,-0.1974
P010,2024-05-31,86,0.6606445086879891,0.7366,0.6454,0.8436,0.4067,-0.189
P010,2024-06-05,91,0.734252294054118,0.6403,0.5457,0.7484,0.3592,-0.1606
P010,2024-06-10,94,0.7976115673199132,0.5704,0.486,0.6577,0.3295,-0.1486
P010,2024-06-15,66,0.5193835576310039,0.4912,0.4057,0.5597,0.2695,-0.1051
P010,2024-06-20,78,0.6408029271953827,0.3927,0.3475,0.4628,0.2163,-0.1026
P010,2024-06-25,93,0.601000930991297,0.3309,0.2851,0.4032,0.1844,-0.0905
P010,2024-06-30,98,0.5408826234369879,0.2688,0.2354,0.3202,0.1441,-0.071
P011,2022-02-01,99,0.8354561822284046,0.1324,0.1122,0.1623,0.0857,-0.0266
P011,2022-02-06,100,0.7087718843954274,0.1207,0.1104,0.1386,0.08,-0.017
P011,2022-02-11,117,0.930831084672043,0.1335,0.1031,0.1584,0.0661,-0.0499
P011,2022-02-16,118,0.8191113015177696,0.1352,0.1351,0.1573,0.1037,-0.032
P011,2022-02-21,111,0.5580914868117756,0.1581,0.1455,0.1768,0.0792,-0.0267
P011,2022-02-26,87,0.6956713298917528,0.1817,0.154,0.2084,0.1093,-0.0299
P011,2022-03-13,118,0.7147800908828372,0.3655,0.3189,0.4374,0.225,-0.0795
P011,2022-03-18,87,0.8364104255342086,0.4601,0.4078,0.5335,0.2585,-0.1145
P011,2022-03-23,114,0.7256798240034124,0.5379,0.4586,0.6358,0.293,-0.1339
P011,2022-03-28,69,0.9550018768077424,0.6487,0.5676,0.748,0.3637,-0.1637
P011,2022-04-02,92,0.7970947728748822,0.7135,0.607,0.8219,0.3978,-0.1813
P011,2022-04-07,109,1.0,0.7706,0.6429,0.8735,0.4123,-0.1937
P011,2022-04-12,79,0.8386879413072408,0.7582,0.6462,0.8772,0.4087,-0.192
P011,2022-04-17,99,0.5758034692916106,0.7686,0.6421,0.8916,0.4257,-0.186
P011,2022-05-02,81,0.3331995537500924,0.7786,0.6741,0.8772,0.4384,-0.2035
P011,2022-05-12,67,0.8543065721790972,0.7482,0.6179,0.8648,0.4091,-0.1858
P011,2022-05-17,96,0.8670811664244751,0.7007,0.5811,0.8182,0.3805,-0.1892
P011,2022-05-22,60,1.0,0.6969,0.6046,0.7934,0.3823,-0.173
P011,2022-05-27,67,0.8156276570050672,0.6224,0.5308,0.7137,0.3417,-0.1425
P011,2022-06-11,67,0.5396856005935853,0.3899,0.3239,0.4633,0.212,-0.0904
P011,2022-06-26,101,0.6777839965664236,0.2163,0.1857,0.2438,0.0935,-0.0449
P011,2022-07-11,101,0.7835839060602087,0.1541,0.1471,0.1792,0.0682,-0.0363
P011,2023-02-06,71,1.0,0.1185,0.1001,0.1228,0.049,-0.0219
P011,2023-02-21,106,0.7262551239825412,0.1841,0.1491,0.2077,0.0869,-0.0261
P011,2023-02-26,62,0.8466771133023294,0.2011,0.1655,0.2207,0.1078,-0.0393
P011,2023-03-08,91,0.8248533901076616,0.3802,0.3396,0.4407,0.2168,-0.0879
P011,2023-03-18,61,0.5874155565591525,0.5653,0.4672,0.658,0.3144,-0.1405
P011,2023-03-28,69,1.0,0.7363,0.6114,0.8386,0.3785,-0.1805
P011,2023-04-07,78,0.5441228674238404,0.8022,0.6896,0.9296,0.463,-0.2074
P011,2023-04-12,61,0.6997441465897023,0.8017,0.6762,0.9266,0.4531,-0.1905
P011,2023-04-17,70,0.8997701856934499,0.8103,0.6883,0.9286,0.4372,-0.2082
P011,2023-04-22,77,0.7761917771251807,0.7949,0.673,0.9385,0.4528,-0.2059
P011,2023-04-27,114,0.7178633184943635,0.815,0.6942,0.9303,0.4535,-0.1892
P011,2023-05-07,88,0.6844806659838255,0.7981,0.6984,0.9278,0.4503,-0.2022
P011,2023-05-17,62,0.8672610342071726,0.803,0.6875,0.9363,0.4391,-0.2022
P011,2023-05-22,87,0.5294676566853782,0.7817,0.6718,0.8987,0.4172,-0.2163
P011,2023-05-27,65,0.9671569474911105,0.7798,0.6796,0.9003,0.4524,-0.1954
P011,2023-06-01,78,0.6728101741073778,0.7128,0.5991,0.7991,0.4075,-0.1846
P011,2023-06-06,108,0.5730042477580987,0.6991,0.5922,0.8216,0.4096,-0.1914
P011,2023-06-16,62,0.792989032094089,0.5754,0.4827,0.6624,0.3107,-0.1277
P011,2023-06-21,117,0.8504735131374657,0.4768,0.3786,0.5476,0.2872,-0.1059
P011,2023-06-26,82,0.5697720801121918,0.3824,0.3421,0.4422,0.2011,-0.0953
P011,2023-07-01,71,0.5872558044815135,0.302,0.257,0.3557,0.1428,-0.0793
P011,2023-07-06,91,0.784377425217626,0.245,0.2089,0.2989,0.132,-0.063
P011,2023-07-11,112,0.5510476997925984,0.2106,0.1768,0.2376,0.1142,-0.0442
P011,2024-02-01,63,0.714347454239208,0.126,0.1054,0.1318,0.0569,-0.0368
P011,2024-02-16,105,0.9339802118409893,0.1474,0.1408,0.1821,0.0709,-0.0418
P011,2024-03-02,91,0.9010948601037169,0.2322,0.1917,0.2692,0.1388,-0.0697
P011,2024-03-07,86,0.5828415520423927,0.3457,0.284,0.3919,0.1959,-0.0896
P011,2024-03-27,67,0.7381193938517983,0.7026,0.5952,0.8117,0.3621,-0.1703
P011,2024-04-01,88,0.7315985668327919,0.7772,0.6595,0.9013,0.4472,-0.1846
P011,2024-04-06,101,1.0,0.8073,0.6924,0.9168,0.4474,-0.2146
P011,2024-04-11,114,0.6066176117958112,0.8166,0.6949,0.9305,0.4426,-0.1893
P011,2024-04-21,119,0.46924477704008455,0.8238,0.6877,0.9485,0.4649,-0.2116
P011,2024-04-26,104,0.642374936665766,0.8261,0.6998,0.9392,0.4662,-0.1855
P011,2024-05-01,107,0.9397169770575052,0.8127,0.6763,0.9403,0.4616,-0.2024
P011,2024-05-06,84,1.0,0.8205,0.7169,0.943,0.4449,-0.2143
P011,2024-05-11,60,0.7121138943013197,0.7829,0.6665,0.8953,0.434,-0.1701
P011,2024-05-21,118,0.9022997736572779,0.7159,0.6109,0.8376,0.3957,-0.1814
P011,2024-05-26,71,0.4746451964359346,0.6605,0.5652,0.746,0.3783,-0.1648
P011,2024-05-31,82,0.6234217387193492,0.5935,0.5107,0.6744,0.3146,-0.1365
P011,2024-06-05,60,0.8462149477100575,0.4973,0.4228,0.5757,0.2637,-0.1036
P011,2024-06-10,68,0.9834024490424966,0.4042,0.3417,0.4729,0.2311,-0.0896
P011,2024-06-20,68,0.8021337890313245,0.2722,0.2288,0.3134,0.1434,-0.0715
P011,2024-06-25,119,0.5993648210804694,0.205,0.1649,0.2519,0.1203,-0.0301
P011,2024-06-30,62,0.6508984584342293,0.1779,0.1526,0.1868,0.1061,-0.0412
P011,2024-07-10,90,0.615786901894785,0.1534,0.1377,0.1647,0.0905,-0.0176
P012,2022-02-01,84,0.5799462471679799,0.1318,0.1245,0.149,0.0617,-0.031
P012,2022-02-26,86,0.9139307427139068,0.2245,0.1987,0.2724,0.1308,-0.0545
P012,2022-03-03,84,0.7549869774516992,0.2971,0.2698,0.3579,0.1633,-0.0788
P012,2022-03-08,75,0.8700627536872821,0.4071,0.3492,0.465,0.2279,-0.102
P012,2022-03-13,97,0.7898136068459412,0.5082,0.4282,0.5935,0.295,-0.1174
P012,2022-03-18,60,0.8633732256282558,0.5721,0.487,0.6455,0.3227,-0.1416
P012,2022-03-28,79,0.787375575193227,0.6828,0.582,0.7752,0.3547,-0.1794
P012,2022-04-02,107,0.4341691082686524,0.7265,0.6121,0.8331,0.397,-0.1883
P012,2022-04-07,94,0.8493217922235905,0.7559,0.6369,0.8686,0.4154,-0.1966
P012,2022-04-12,119,0.9015786030490069,0.7499,0.6332,0.8514,0.4119,-0.1863
P012,2022-04-17,116,0.8801969901522391,0.7564,0.6475,0.8922,0.431,-0.1746
P012,2022-04-22,75,0.8637234392661897,0.7468,0.6364,0.8685,0.404,-0.1856
P012,2022-04-27,119,0.6522136367970269,0.7506,0.6311,0.8673,0.4112,-0.2069
P012,2022-05-02,113,0.5779100262807805,0.7744,0.6494,0.8947,0.4286,-0.183
P012,2022-05-07,95,0.8412594287188684,0.7451,0.6354,0.8679,0.4208,-0.1825
P012,2022-05-12,87,0.3981317636244905,0.7172,0.6067,0.8217,0.4083,-0.1636
P012,2022-05-17,63,0.5742832220960596,0.702,0.5853,0.805,0.3823,-0.1911
P012,2022-06-01,67,0.6849817005333202,0.5727,0.4864,0.6583,0.3352,-0.1715
P012,2022-06-06,91,0.5871644647626746,0.478,0.4037,0.5484,0.255,-0.1188
P012,2022-06-11,97,0.7145600332453497,0.4216,0.3538,0.4831,0.2318,-0.1228
P012,2022-06-16,92,0.9392302612216576,0.3224,0.2799,0.3824,0.1652,-0.0843
P012,2022-06-21,92,0.6442213186606011,0.2603,0.2338,0.3143,0.1294,-0.0697
P012,2022-07-11,65,0.45764421466231137,0.1429,0.117,0.1659,0.0836,-0.0371
P012,2023-02-01,91,1.0,0.1248,0.11,0.1365,0.0673,-0.0261
P012,2023-02-06,118,0.6518589471023503,0.1325,0.116,0.1488,0.0674,-0.0465
P012,2023-02-11,71,0.7228164841812138,0.1549,0.1284,0.1801,0.0942,-0.0317
P012,2023-02-16,105,0.6649502496088138,0.155,0.1213,0.1723,0.0855,-0.0466
P012,2023-02-21,70,0.6051814983132203,0.1796,0.1361,0.2147,0.0931,-0.0533
P012,2023-02-26,87,0.9562361567201951,0.1903,0.1577,0.2167,0.1175,-0.0657
P012,2023-03-03,62,1.0,0.2424,0.179,0.2778,0.1247,-0.0632
P012,2023-03-18,80,0.7241722258057314,0.4955,0.4263,0.558,0.2528,-0.1039
P012,2023-03-23,119,0.7293970519620716,0.6076,0.5125,0.7043,0.3555,-0.1461
P012,2023-03-28,94,0.6901552837009626,0.6674,0.5646,0.7503,0.3769,-0.1777
P012,2023-04-17,102,0.5652079166873698,0.7552,0.6482,0.8635,0.4023,-0.1917
P012,2023-04-27,100,0.6322038611046401,0.7409,0.6471,0.8388,0.4269,-0.1954
P012,2023-05-02,93,0.6764705829782971,0.7318,0.6186,0.8496,0.4205,-0.171
P012,2023-05-07,88,0.6326883189497456,0.7225,0.6042,0.8194,0.3921,-0.1781
P012,2023-05-12,83,0.7430469446128851,0.6798,0.593,0.793,0.3669,-0.1839
P012,2023-05-27,95,1.0,0.5201,0.4248,0.6073,0.2848,-0.1333
P012,2023-06-01,60,0.8393621860067575,0.4426,0.383,0.5268,0.2555,-0.1166
P012,2023-06-06,86,0.9709836518459205,0.3831,0.3178,0.4553,0.217,-0.0925
P012,2023-06-16,104,0.7476793855744797,0.2382,0.1988,0.2809,0.1293,-0.0675
P012,2023-07-01,66,0.5686318042978566,0.1434,0.1392,0.1804,0.0895,-0.0397
P012,2023-07-06,78,0.9573491168844697,0.1371,0.113,0.1514,0.0979,-0.0348
P012,2023-07-11,116,0.8277277324176753,0.1185,0.1214,0.1366,0.062,-0.0413
P012,2024-02-01,89,0.7871335477033191,0.1413,0.1205,0.1571,0.077,-0.034
P012,2024-02-06,75,0.5991672088657618,0.1386,0.1412,0.1699,0.0795,-0.0229
P012,2024-02-11,91,0.36634803932489907,0.1281,0.1049,0.1336,0.0676,-0.03
P012,2024-02-16,110,0.8099446029240107,0.1215,0.1034,0.1432,0.0606,-0.0165
P012,2024-02-26,108,0.6314417019476665,0.1638,0.1466,0.1877,0.0861,-0.0346
P012,2024-03-02,90,0.2905697815238539,0.1893,0.1736,0.2299,0.1267,-0.0475
P012,2024-03-07,119,0.6870624236023498,0.2345,0.1995,0.2597,0.1488,-0.0362
P012,2024-03-17,70,0.9819650844234077,0.4025,0.3429,0.46,0.2272,-0.1065
P012,2024-04-01,66,0.913063078387865,0.6468,0.5488,0.7555,0.3534,-0.1631
P012,2024-04-06,79,0.6186240068965363,0.6949,0.5858,0.7991,0.3836,-0.1908
P012,2024-04-16,73,0.6932492948214146,0.7291,0.6175,0.8401,0.3995,-0.1926
P012,2024-04-21,67,0.5923236079099364,0.7588,0.6412,0.8588,0.4286,-0.1906
P012,2024-05-01,108,0.6933321771238875,0.7445,0.6208,0.8459,0.392,-0.1968
P012,2024-05-11,105,0.6245547870066117,0.7528,0.6475,0.8554,0.4145,-0.1877
P012,2024-05-16,108,0.8445637931970248,0.7217,0.6075,0.8368,0.4226,-0.1967
P012,2024-05-21,89,0.6874367659287074,0.7282,0.6157,0.8244,0.4174,-0.1963
P012,2024-05-31,106,0.7454722714281221,0.6757,0.5645,0.7635,0.3689,-0.1765
P012,2024-06-05,118,0.8719553605331433,0.635,0.5409,0.7321,0.3665,-0.1631
P012,2024-06-10,94,0.667835455747969,0.5654,0.4786,0.6493,0.301,-0.1616
P012,2024-06-15,105,0.7704387459380239,0.5143,0.4491,0.611,0.292,-0.1147
P012,2024-06-20,83,1.0,0.4147,0.371,0.4864,0.2366,-0.1057
P012,2024-06-30,61,0.6419477943960977,0.2764,0.233,0.2943,0.1727,-0.0713
P012,2024-07-05,78,0.9686680042067104,0.2329,0.2009,0.2822,0.1132,-0.0342
P012,2024-07-10,80,0.9637618998938168,0.1852,0.1457,0.2101,0.1192,-0.065
P012,2024-07-15,105,0.8298264239767731,0.1655,0.1604,0.1745,0.1103,-0.047
