date,tmax,tmin,rh,u2,rs,rain
2024-06-04,26.63,17.17,56.2,1.88,23.69,0.0
2024-06-05,23.83,12.12,62.4,2.24,21.92,0.0
2024-06-06,25.84,15.2,82.3,1.06,20.36,12.24
2024-06-07,24.52,14.7,39.6,2.44,19.78,0.0
2024-06-08,25.66,16.06,62.7,2.89,30.0,0.0
2024-06-09,25.17,14.7,66.3,1.76,20.89,6.1
2024-06-10,22.78,12.65,51.5,3.1,16.73,0.0
2024-06-11,25.72,17.03,48.3,0.54,19.4,0.0
2024-06-12,28.09,20.63,83.6,0.72,21.14,0.0
2024-06-13,23.61,15.6,58.3,1.09,21.14,0.0
2024-06-14,25.54,14.63,82.8,1.81,22.11,0.0
2024-06-15,27.92,17.75,67.4,2.21,19.26,0.0
2024-06-16,23.7,12.72,62.8,2.14,24.07,0.0
2024-06-17,26.94,19.72,66.8,2.15,21.04,0.0
2024-06-18,23.94,12.44,68.4,2.78,18.45,22.62
2024-06-19,29.53,20.62,73.8,1.82,20.13,0.0
2024-06-20,32.58,20.95,66.4,1.19,21.47,0.0
2024-06-21,31.95,21.98,63.4,1.2,25.2,2.83
2024-06-22,26.44,16.7,63.8,3.89,24.15,0.0
2024-06-23,28.92,17.83,75.5,0.4,21.71,0.0
2024-06-24,27.46,17.33,70.2,2.06,22.82,0.0
2024-06-25,27.49,17.12,52.0,3.37,23.44,0.0
2024-06-26,31.18,23.4,55.6,2.59,28.93,0.0
2024-06-27,24.09,14.07,65.3,1.54,20.99,0.0
2024-06-28,30.09,21.31,55.8,2.2,24.27,0.0
2024-06-29,27.4,20.02,58.2,2.89,25.07,0.0
2024-06-30,31.1,23.44,52.4,3.17,20.05,0.0
2024-07-01,28.11,18.71,59.4,1.48,23.5,0.0
2024-07-02,26.01,17.7,66.2,2.81,23.44,15.79
2024-07-03,28.43,17.6,72.0,2.4,21.55,0.0
2024-07-04,29.62,22.01,62.1,3.08,24.67,0.0
2024-07-05,27.91,20.84,82.7,3.31,26.07,0.0
2024-07-06,29.08,17.09,61.2,1.93,26.38,2.71
2024-07-07,26.59,18.02,93.9,1.04,22.42,0.0
2024-07-08,22.58,13.04,72.0,2.52,23.57,0.0
2024-07-09,30.19,22.14,67.0,3.62,30.0,2.48
2024-07-10,29.71,21.67,57.0,2.75,19.69,0.0
2024-07-11,28.35,19.34,33.8,2.38,23.66,0.0
2024-07-12,28.16,17.21,60.4,4.12,25.66,0.0
2024-07-13,30.59,23.39,63.8,1.37,23.44,0.0
2024-07-14,26.86,15.67,81.2,2.92,24.94,0.9
2024-07-15,26.23,14.28,48.2,1.74,23.48,0.0
2024-07-16,27.52,17.73,81.1,2.24,25.21,0.0
2024-07-17,30.96,22.16,59.5,2.27,26.79,0.0
2024-07-18,24.5,16.33,69.2,3.41,22.26,0.0
2024-07-19,30.93,23.02,36.6,1.45,23.49,0.0
2024-07-20,26.33,17.72,63.4,1.77,22.71,0.0
2024-07-21,25.15,13.9,58.6,0.93,21.65,0.0
2024-07-22,31.03,24.01,68.8,2.59,22.77,0.0
2024-07-23,27.6,16.67,62.9,1.83,19.41,0.0
2024-07-24,24.55,14.22,50.6,2.54,25.01,0.0
2024-07-25,26.86,19.77,71.5,1.34,27.85,0.0
2024-07-26,30.04,22.69,68.9,1.91,27.82,0.0
2024-07-27,30.64,19.97,68.0,3.03,26.5,0.0
2024-07-28,26.54,16.18,72.1,2.06,19.75,0.0
2024-07-29,28.57,20.0,73.0,2.7,27.16,0.0
2024-07-30,29.27,17.97,61.8,2.62,20.41,9.67
2024-07-31,25.81,17.76,48.4,1.92,22.36,0.0
2024-08-01,28.24,19.1,48.2,0.95,28.01,0.0
2024-08-02,27.2,19.62,75.5,2.99,19.21,0.0
2024-08-03,25.86,15.63,69.1,2.34,24.9,0.0
2024-08-04,25.89,18.45,63.0,2.99,23.17,0.0
2024-08-05,27.2,19.3,57.7,0.59,21.81,0.33
2024-08-06,27.01,16.18,62.3,0.88,19.59,0.0
2024-08-07,25.43,15.93,62.2,0.49,23.43,0.0
2024-08-08,25.68,15.37,58.6,1.5,20.71,0.0
2024-08-09,29.43,18.76,55.0,3.03,25.18,0.0
2024-08-10,27.08,17.04,83.6,2.65,25.65,0.0
2024-08-11,28.65,20.66,64.3,2.17,17.78,0.0
2024-08-12,29.32,18.83,55.9,2.3,20.34,6.62
2024-08-13,27.68,20.1,49.0,2.81,20.83,0.0
2024-08-14,31.76,23.41,54.7,1.96,18.17,0.0
2024-08-15,23.9,14.66,69.2,2.52,18.29,0.0
2024-08-16,27.85,20.28,69.6,2.31,21.84,0.0
2024-08-17,24.91,17.38,59.8,0.45,20.88,0.0
2024-08-18,30.21,19.95,62.5,1.89,16.47,0.0
2024-08-19,29.68,18.97,58.9,3.29,19.73,0.0
2024-08-20,20.41,11.55,50.9,1.88,22.83,0.0
2024-08-21,22.72,13.78,75.0,2.09,17.57,0.0
2024-08-22,26.66,18.62,65.7,1.71,18.34,0.0
2024-08-23,26.82,17.21,86.8,1.81,25.79,0.0
2024-08-24,26.54,16.63,54.4,3.1,24.89,0.0
2024-08-25,24.36,12.69,60.6,1.99,15.99,2.19
2024-08-26,25.51,18.31,70.8,1.38,16.71,0.0
2024-08-27,25.85,14.3,59.5,0.4,21.81,0.0
2024-08-28,23.85,11.9,48.1,1.74,17.01,0.0
2024-08-29,26.45,17.72,52.5,0.63,19.74,0.0
2024-08-30,18.06,7.43,63.0,0.74,19.05,1.52
2024-08-31,25.12,13.99,65.4,2.84,21.99,0.0
2024-09-01,20.77,10.51,61.1,2.77,12.63,20.55
2024-09-02,25.57,17.12,72.0,0.67,13.51,0.0
2024-09-03,22.42,12.3,71.9,2.88,16.34,0.0
2024-09-04,20.58,9.2,65.2,2.57,22.96,0.0
2024-09-05,23.55,16.01,62.3,1.57,19.35,0.46
2024-09-06,20.14,10.74,59.5,2.79,14.59,0.0
2024-09-07,19.95,12.83,67.5,0.9,21.09,0.0
2024-09-08,18.11,6.89,71.2,1.24,21.63,0.0
2024-09-09,21.77,10.88,62.6,1.05,18.67,0.0
2024-09-10,22.88,15.65,66.5,1.31,18.31,0.0
2024-09-11,23.99,13.26,58.8,2.9,20.5,1.4
2024-09-12,20.87,10.41,47.9,1.13,22.71,0.0
2024-09-13,23.64,16.01,52.0,1.28,19.43,0.0
2024-09-14,20.85,11.23,69.7,1.44,20.46,0.0
2024-09-15,20.36,9.92,66.5,2.36,18.61,0.17
2024-09-16,21.82,13.14,77.9,1.93,17.5,0.0
2024-09-17,22.81,13.29,62.6,2.89,15.78,4.4
2024-09-18,19.1,7.22,70.6,1.63,19.19,0.0
2024-09-19,19.12,8.94,75.2,1.17,17.41,0.59
2024-09-20,19.11,9.6,71.9,1.8,17.46,0.0
2024-09-21,19.49,12.16,55.9,2.23,20.87,0.0
2024-09-22,16.81,9.21,60.2,1.45,19.43,0.0
2024-09-23,21.41,10.15,63.3,2.42,20.46,0.0
2024-09-24,17.61,6.9,52.1,3.65,13.0,0.0
2024-09-25,19.54,8.36,66.7,1.73,19.29,0.0
2024-09-26,16.09,6.2,72.2,2.23,15.73,0.0
2024-09-27,18.82,8.94,57.2,3.27,14.95,0.0
2024-09-28,18.67,9.02,81.7,1.67,14.7,4.78
2024-09-29,16.41,5.73,59.1,1.51,20.77,0.0
2024-09-30,22.28,13.63,60.0,1.32,19.5,0.0
2024-10-01,17.92,8.43,59.6,2.51,14.75,0.0
2024-10-02,21.2,11.85,54.9,2.6,13.37,0.0
2024-10-03,18.91,8.61,66.2,2.07,16.7,0.0
2024-10-04,14.62,6.54,62.2,2.22,15.16,0.0
2024-10-05,15.09,7.96,78.6,3.21,21.4,0.0
2024-10-06,16.89,9.45,68.1,2.88,11.92,0.0
2024-10-07,15.72,7.82,67.4,1.06,10.69,0.0
2024-10-08,15.45,4.16,59.8,2.18,15.29,0.0
2024-10-09,14.37,3.78,47.9,2.27,15.97,0.0
2024-10-10,10.32,-0.43,61.1,2.76,16.22,0.0
2024-10-11,14.04,4.82,53.5,2.0,17.96,0.0
2024-10-12,8.82,1.3,71.5,1.66,21.8,0.0
2024-10-13,15.05,5.72,61.7,1.81,14.43,0.0
2024-10-14,12.06,0.75,78.7,0.76,13.71,0.0
2024-10-15,11.85,2.3,69.4,2.16,9.94,0.0
2024-10-16,12.85,2.69,70.4,1.7,15.83,0.0
2024-10-17,13.84,4.97,64.3,2.55,17.54,0.0
2024-10-18,9.34,1.59,64.1,1.36,14.08,0.0
2024-10-19,8.3,-1.83,68.5,1.83,18.28,0.0
2024-10-20,9.77,0.35,71.2,1.39,14.71,0.0
2024-10-21,7.09,-1.63,54.9,1.32,19.05,0.0
2024-10-22,9.54,1.25,66.9,2.73,15.39,0.0
2024-10-23,15.7,5.22,88.2,1.8,11.1,0.0
2024-10-24,8.84,0.25,61.1,2.53,12.24,0.0
2024-10-25,12.88,3.0,59.4,1.28,9.44,0.0
2024-10-26,7.58,-0.72,55.1,2.25,8.71,0.0
2024-10-27,11.52,0.76,47.5,0.82,14.61,0.0
2024-10-28,9.74,0.87,73.9,1.79,16.3,0.0
2024-10-29,10.16,0.77,62.6,1.77,19.44,0.0
2024-10-30,11.5,-0.14,65.0,2.64,13.3,0.0
2024-10-31,14.24,3.64,80.4,2.31,12.65,3.6
2024-11-01,10.1,-0.58,87.1,2.03,9.92,0.0
2024-11-02,9.7,1.0,53.1,2.84,16.1,0.0
2024-11-03,6.73,-4.47,72.5,2.32,14.19,0.0
2024-11-04,10.39,1.47,68.2,2.6,11.13,0.0
2024-11-05,8.1,-3.84,66.0,2.78,14.87,0.0
2024-11-06,10.57,-0.91,66.8,2.11,14.39,0.0
2024-11-07,8.16,-2.14,61.8,1.93,6.99,0.0
2024-11-08,12.4,1.24,77.9,2.43,14.72,0.0
2024-11-09,2.88,-6.84,68.2,1.83,12.8,0.0
2024-11-10,6.88,-3.79,65.5,2.47,11.11,0.0
2024-11-11,9.61,1.98,74.5,3.05,10.93,5.33
2024-11-12,6.32,-5.63,71.0,2.85,17.33,0.0
2024-11-13,5.0,-6.0,66.6,1.86,16.59,8.15
2024-11-14,6.11,-1.6,65.3,1.14,17.36,0.0
2024-11-15,3.12,-5.09,79.6,2.12,8.34,1.17
2024-11-16,6.66,-3.21,67.1,2.06,9.73,0.0
2024-11-17,12.27,1.45,61.1,3.05,14.32,3.64
2024-11-18,8.83,1.09,53.5,1.86,7.88,0.0
2024-11-19,3.0,-8.8,58.6,2.0,9.25,0.0
2024-11-20,3.39,-5.34,51.5,2.75,5.91,0.0
2024-11-21,4.37,-7.6,63.1,1.78,16.79,0.0
2024-11-22,7.71,-3.05,64.6,2.04,14.34,0.0
2024-11-23,2.96,-6.47,41.5,3.53,12.44,0.0
2024-11-24,3.1,-5.71,62.2,3.35,11.63,3.77
2024-11-25,6.86,-0.62,68.5,2.67,9.64,0.0
2024-11-26,6.63,-0.81,63.7,2.38,9.62,2.44
2024-11-27,3.36,-6.79,52.5,1.39,12.58,0.0
2024-11-28,1.33,-9.54,74.7,2.61,8.52,0.0
2024-11-29,0.08,-11.46,55.1,2.21,14.26,5.43
2024-11-30,2.04,-6.79,49.7,2.34,9.02,0.0
2024-12-01,-1.95,-13.64,51.2,1.75,7.81,0.0
2024-12-02,5.34,-3.15,61.9,2.15,14.25,0.0
2024-12-03,1.73,-9.97,71.9,2.02,9.85,0.0
2024-12-04,4.35,-7.24,73.7,2.41,11.88,0.0
2024-12-05,7.67,-0.1,64.1,3.3,8.9,0.0
2024-12-06,5.79,-5.52,50.1,2.45,3.33,0.0
2024-12-07,-0.17,-10.69,55.5,0.84,11.66,0.0
2024-12-08,4.74,-5.77,53.0,1.39,5.92,0.0
2024-12-09,5.33,-5.88,60.2,0.9,13.14,0.0
2024-12-10,0.43,-9.25,44.3,1.53,5.19,0.0
2024-12-11,-0.22,-9.75,63.1,2.61,4.19,0.0
2024-12-12,1.77,-7.07,68.5,2.48,10.65,0.0
2024-12-13,-2.09,-13.41,60.5,1.68,10.95,3.98
2024-12-14,5.47,-6.03,66.6,2.37,9.95,0.0
2024-12-15,-4.33,-12.14,52.6,1.56,5.94,0.0
2024-12-16,-1.2,-12.06,47.5,1.03,12.2,0.0
2024-12-17,0.78,-7.59,55.6,1.04,5.09,0.0
2024-12-18,0.79,-7.13,73.6,1.48,8.05,0.0
2024-12-19,1.67,-6.32,72.3,3.3,7.04,0.0
2024-12-20,1.83,-8.03,57.4,1.09,8.23,0.0
2024-12-21,0.53,-7.87,74.0,3.15,11.88,0.0
2024-12-22,3.81,-4.4,58.8,3.22,7.39,0.0
2024-12-23,-4.46,-11.96,77.1,2.02,10.95,0.0
2024-12-24,0.8,-7.82,66.8,2.12,11.31,0.0
2024-12-25,-1.06,-11.93,57.5,1.67,4.06,0.0
2024-12-26,0.98,-6.13,70.0,2.14,5.67,0.0
2024-12-27,1.13,-8.28,54.3,2.69,7.99,0.0
2024-12-28,-1.77,-11.78,52.6,2.17,7.34,0.0
2024-12-29,-1.15,-8.4,47.5,2.96,10.02,0.0
2024-12-30,2.37,-6.1,64.6,3.11,3.28,0.0
2024-12-31,1.21,-10.32,61.5,2.43,11.22,0.0
