date,tmax,tmin,rh,u2,rs,rain,et0
2023-12-04,11.53,-2.09,73.89,2.46,8.65,0.0,1.2904172945768109
2023-12-05,15.31,-0.04,64.4,2.34,8.12,0.0,1.7198724923400923
2023-12-06,12.02,-1.57,56.17,2.81,10.16,0.0,1.9208685756257062
2023-12-07,17.53,-2.23,69.75,3.36,10.22,0.0,1.9117768853026027
2023-12-08,18.85,2.59,74.79,2.26,10.17,0.0,1.6729184123569985
2023-12-09,13.3,1.52,73.35,4.18,8.8,0.0,1.6614962754054634
2023-12-10,6.27,-0.55,64.52,5.69,3.8,0.26,1.6318121567810788
2023-12-11,1.1,-4.44,78.51,4.6,4.15,6.78,0.8168599021924322
2023-12-12,1.51,-6.66,78.07,1.27,8.17,0.0,0.709197274954192
2023-12-13,2.39,-4.51,89.25,1.73,1.52,1.67,0.4589783473533997
2023-12-14,1.01,-5.2,92.83,5.48,2.18,12.79,0.3907746345668944
2023-12-15,-5.42,-13.3,82.47,4.78,3.74,0.1,0.4504398427239692
2023-12-16,-5.62,-16.45,61.02,3.35,9.6,0.0,0.7482615974826594
2023-12-17,-2.76,-13.87,62.25,1.5,10.8,0.0,0.7322158100276815
2023-12-18,-0.66,-11.15,75.25,2.48,5.98,0.0,0.6643566887447249
2023-12-19,-2.66,-13.82,77.82,3.23,9.97,0.0,0.6292300845617057
2023-12-20,-6.73,-16.85,60.12,3.07,11.18,0.0,0.7216666241818318
2023-12-21,-6.87,-19.14,61.06,2.96,11.36,0.0,0.6695048952008636
2023-12-22,-1.32,-15.42,64.03,1.3,9.09,0.0,0.6789085284879851
2023-12-23,-1.65,-10.88,74.76,1.88,9.42,0.0,0.679595717494999
2023-12-24,-0.05,-12.91,70.25,1.66,10.02,0.0,0.737291301053368
2023-12-25,3.96,-8.44,71.45,2.39,10.2,0.0,0.9714643627695957
2023-12-26,2.79,-5.81,89.51,2.59,6.52,0.0,0.5743120752408437
2023-12-27,3.5,-4.86,89.09,1.96,5.39,0.0,0.5756389753383994
2023-12-28,4.13,-6.1,85.19,1.08,5.06,0.0,0.5934197295355802
2023-12-29,3.27,-2.68,92.27,2.2,2.29,0.84,0.46158282754314545
2023-12-30,4.77,-2.17,90.13,1.98,1.06,0.33,0.4898203093907632
2023-12-31,3.95,-4.01,70.63,3.29,9.9,0.0,1.1498632874947268
2024-01-01,3.44,-7.46,81.28,1.93,7.04,0.0,0.7128123382578831
2024-01-02,5.56,-4.56,83.24,1.3,6.78,0.0,0.7284201657689163
2024-01-03,6.68,-6.47,66.71,2.16,10.64,0.0,1.189363933095194
2024-01-04,7.79,-2.65,74.75,3.63,8.63,0.0,1.2215774144607452
2024-01-05,7.24,-3.23,62.8,1.6,10.82,0.0,1.2520534396682477
2024-01-06,3.38,-3.87,55.61,3.07,11.21,0.0,1.4884518053606972
2024-01-07,3.17,-7.77,54.95,1.38,11.11,0.0,1.094952895085843
2024-01-08,5.9,-5.85,72.29,3.7,8.48,0.0,1.1611263151407347
2024-01-09,4.74,-3.93,80.55,2.64,4.39,0.0,0.7909630129756764
2024-01-10,5.58,-6.2,64.5,3.09,10.74,0.0,1.3349790331735087
2024-01-11,7.98,-2.65,81.75,2.59,8.44,0.0,0.9834154399218411
2024-01-12,9.56,-1.2,71.77,1.06,8.42,0.0,1.0723275903595912
2024-01-13,7.12,-0.85,88.19,1.51,4.96,0.0,0.7028096206352946
2024-01-14,2.88,-4.85,60.82,4.72,11.16,0.0,1.5058645565200413
2024-01-15,4.14,-5.2,51.35,1.24,11.93,0.01,1.2391300348198837
2024-01-16,4.03,-1.43,75.81,1.92,4.44,2.35,0.86632978532373
2024-01-17,3.52,-2.67,90.95,1.21,2.29,6.57,0.49282894611566785
2024-01-18,4.65,-4.09,83.65,3.06,3.54,0.62,0.7237999888397518
2024-01-19,2.25,-5.12,74.91,4.13,6.01,0.0,0.9692898723982295
2024-01-20,1.99,-6.78,79.64,3.25,5.13,0.0,0.7629079918016172
2024-01-21,-2.34,-10.11,66.19,3.98,11.39,0.0,0.9954912141260124
2024-01-22,-3.45,-13.72,52.7,3.68,13.23,0.0,1.1163237577564626
2024-01-23,-2.02,-13.35,56.24,3.09,13.39,0.0,1.0962411705474828
2024-01-24,1.65,-11.83,59.84,1.89,12.74,0.0,1.1002645253098748
2024-01-25,4.86,-5.58,53.39,1.4,11.34,0.0,1.3149579490549455
2024-01-26,4.75,-7.45,56.9,1.59,11.35,0.0,1.27278195693451
2024-01-27,5.25,-4.59,54.52,1.59,10.26,0.0,1.3588540786758005
2024-01-28,7.14,-6.6,56.47,1.8,11.26,0.0,1.4509582621695867
2024-01-29,8.81,-3.49,66.68,2.46,9.57,0.0,1.4540852306635277
2024-01-30,6.94,-1.76,77.96,1.85,3.49,0.0,0.8726828429724894
2024-01-31,4.92,-3.64,80.83,4.2,3.61,1.01,0.8773859173167002
2024-02-01,-1.21,-6.64,54.6,5.82,7.73,0.83,1.460064139230288
2024-02-02,0.19,-10.22,66.2,2.48,7.14,0.83,0.9318709893620233
2024-02-03,1.2,-7.49,69.22,2.84,8.2,0.27,1.026794729348268
2024-02-04,0.07,-7.49,79.28,3.07,5.76,3.87,0.7477785401581137
2024-02-05,1.54,-9.81,77.03,1.82,11.72,0.06,0.9277813397909286
2024-02-06,3.39,-5.83,73.89,0.79,8.68,0.69,0.9092242123114805
2024-02-07,3.93,-7.21,73.34,1.89,10.95,0.0,1.0918455266061178
2024-02-08,6.04,-3.7,55.79,0.96,12.47,0.0,1.3986945078097477
2024-02-09,9.32,-4.26,62.32,1.86,9.33,0.0,1.49599153213215
2024-02-10,6.7,-3.8,57.47,2.16,11.2,0.0,1.6231551067479544
2024-02-11,11.46,-2.18,60.15,1.95,14.19,0.0,1.9535912243102698
2024-02-12,13.56,-0.73,84.01,4.0,12.93,0.0,1.5184723570498169
2024-02-13,17.91,1.47,82.72,3.06,13.22,0.0,1.830882136425056
2024-02-14,13.0,-0.13,82.5,4.16,6.35,2.66,1.2782827111091273
2024-02-15,8.25,-3.17,61.12,2.35,12.72,0.12,1.7667185489343067
2024-02-16,12.38,-2.45,62.94,5.43,15.1,1.61,2.4699502484087508
2024-02-17,16.68,-0.43,79.15,5.16,15.12,0.0,2.0766534341836875
2024-02-18,13.73,6.0,93.43,3.31,2.72,2.05,0.739312412786049
2024-02-19,6.63,-2.69,58.29,6.01,4.43,0.98,1.9258589006750706
2024-02-20,1.99,-6.44,59.06,6.24,3.71,7.33,1.4845784786401257
2024-02-21,-2.54,-7.95,67.49,6.67,3.87,3.12,1.0189176604195065
2024-02-22,-0.06,-7.6,63.96,4.15,11.61,0.0,1.3093155504268008
2024-02-23,1.21,-6.52,66.49,2.89,13.59,0.0,1.3514367444025546
2024-02-24,1.68,-6.24,73.88,1.73,8.12,0.31,0.9777145409420201
2024-02-25,6.01,-6.25,67.97,1.78,14.46,0.02,1.5165017828688336
2024-02-26,6.42,-3.19,62.8,2.33,15.76,0.0,1.8409159300971545
2024-02-27,9.09,-3.68,60.86,2.36,15.16,0.0,1.9950596186403433
2024-02-28,10.04,-0.81,69.62,2.18,9.04,0.0,1.5757480977405873
2024-02-29,4.91,-2.2,69.66,4.0,10.12,0.01,1.522041049325841
2024-03-01,5.87,-5.38,46.62,2.47,18.9,0.0,2.2440497881883577
2024-03-02,12.27,-3.44,57.94,3.24,17.34,0.0,2.560244618603326
2024-03-03,14.71,-3.62,61.99,1.15,15.8,0.0,2.139795778370826
2024-03-04,14.07,2.06,73.26,2.24,4.48,0.0,1.4404133342575445
2024-03-05,6.83,0.2,84.98,3.43,3.82,0.05,0.897366541572195
2024-03-06,10.18,-1.58,59.48,2.23,13.84,0.0,2.1163235569901597
2024-03-07,12.69,-1.54,58.24,3.6,11.87,0.06,2.4536870142538416
2024-03-08,10.45,-4.7,45.34,2.76,21.0,0.0,2.8612335151971413
2024-03-09,14.74,-2.66,51.05,3.45,18.8,0.0,3.2076713327437667
2024-03-10,16.81,-0.23,63.71,4.63,12.81,0.0,2.828136978468118
2024-03-11,18.24,1.77,60.44,3.03,16.2,0.0,3.111325886862079
2024-03-12,14.31,-0.24,52.66,2.1,19.69,0.0,2.9876255448056317
2024-03-13,14.04,1.9,63.38,2.87,11.57,0.0,2.3651789660324627
2024-03-14,20.5,2.46,63.9,2.12,18.14,0.0,3.162215593053435
2024-03-15,20.1,5.12,64.93,3.72,19.68,0.0,3.6183310580140535
2024-03-16,21.16,7.84,67.51,3.32,13.38,0.0,3.129456097221919
2024-03-17,14.56,4.95,42.82,3.6,18.95,0.0,3.957050983335442
2024-03-18,18.23,4.57,56.62,3.53,11.63,0.02,3.2091663667137524
2024-03-19,17.21,0.41,38.24,3.19,23.1,0.0,4.350813477620074
2024-03-20,16.68,-1.31,47.86,2.03,22.55,0.01,3.51521354168603
2024-03-21,24.1,3.24,53.42,5.63,17.48,0.0,4.9902358221989935
2024-03-22,21.37,6.96,61.08,2.8,16.92,0.0,3.620692220802408
2024-03-23,23.77,6.53,44.87,2.52,12.12,0.04,3.9688565378955265
2024-03-24,21.28,5.27,58.08,3.62,10.62,1.18,3.409668865776592
2024-03-25,10.93,1.87,80.05,3.64,5.84,5.06,1.3695327027670086
2024-03-26,20.39,2.22,70.22,3.54,18.85,0.0,3.261002931568241
2024-03-27,16.38,8.97,80.05,5.5,12.59,0.0,2.37449547673685
2024-03-28,19.97,6.29,52.66,2.9,22.97,0.01,4.383983958312367
2024-03-29,24.2,5.96,42.7,2.3,23.12,0.01,4.993568125783927
2024-03-30,23.49,7.77,47.63,3.55,23.55,0.0,5.371143836848064
2024-03-31,26.87,5.59,49.18,3.56,22.02,0.0,5.54317536989028
2024-04-01,27.83,9.75,71.01,2.44,16.9,0.0,3.784628853101723
2024-04-02,21.69,8.86,61.73,4.84,13.51,0.0,3.939517963328651
2024-04-03,16.51,7.67,53.69,4.45,8.04,0.38,3.365268603891576
2024-04-04,19.04,6.35,44.12,1.51,12.11,0.31,3.078439526012411
2024-04-05,22.6,5.3,54.31,2.18,18.66,0.31,3.9730116383517298
2024-04-06,26.03,8.94,52.47,2.53,18.82,0.0,4.681779679455449
2024-04-07,27.04,10.75,55.2,2.57,19.38,0.0,4.818238657252943
2024-04-08,28.32,9.9,48.98,2.49,19.46,0.0,5.175817095136073
2024-04-09,21.47,6.97,49.25,2.39,15.74,0.09,3.94469426998603
2024-04-10,26.0,11.27,63.31,2.68,12.94,0.0,3.7102095984907026
2024-04-11,28.9,12.14,65.24,3.38,21.31,0.0,5.074978989341437
2024-04-12,28.84,13.57,65.34,3.83,22.95,0.0,5.43413173672155
2024-04-13,27.96,13.81,64.54,4.73,22.28,0.0,5.529276263664701
2024-04-14,21.09,13.43,77.76,2.11,8.07,2.6,2.193466096746727
2024-04-15,26.04,11.97,52.99,2.87,19.57,0.01,5.065478431161269
2024-04-16,27.24,7.48,39.1,1.44,26.3,0.23,5.429417746094181
2024-04-17,28.33,10.47,48.79,1.97,24.28,0.0,5.517405507359658
2024-04-18,30.95,11.41,48.58,3.09,23.92,0.0,6.481695858047996
2024-04-19,24.77,12.88,57.77,2.01,17.13,0.0,4.163295962031808
2024-04-20,24.19,8.79,59.65,2.71,21.55,0.02,4.606344878698063
2024-04-21,26.14,13.49,50.62,1.27,18.36,0.0,4.262662969441376
2024-04-22,29.27,12.74,55.27,2.65,16.91,0.44,4.935989742085432
2024-04-23,22.21,11.59,55.33,3.73,21.56,18.91,5.048312151231088
2024-04-24,29.51,7.32,43.16,2.99,26.81,0.0,6.692479779080392
2024-04-25,31.58,13.55,49.76,4.56,25.76,0.0,7.557604474211993
2024-04-26,32.21,14.21,48.04,4.1,25.55,0.0,7.59492124901698
2024-04-27,31.71,15.1,56.43,3.32,23.59,0.07,6.404329153913165
2024-04-28,28.37,13.85,60.07,2.61,14.79,0.0,4.391306372033958
2024-04-29,22.08,9.85,57.8,3.77,17.54,0.05,4.452605720774663
2024-04-30,22.34,10.08,50.67,2.41,19.3,0.0,4.554249649465846
2024-05-01,25.51,8.88,40.96,1.53,26.06,0.0,5.404969644823247
2024-05-02,27.58,9.72,42.63,2.64,27.07,0.0,6.415323144032431
2024-05-03,28.37,12.5,43.05,1.72,25.72,0.0,5.901136716810993
2024-05-04,21.88,14.29,67.16,2.38,6.49,1.48,2.585175779025858
2024-05-05,20.46,13.78,77.33,1.0,7.59,0.63,1.9395105580104344
2024-05-06,26.56,12.58,61.01,1.27,18.87,0.07,4.145113686608512
2024-05-07,28.52,14.6,50.11,2.43,22.97,0.02,5.867204412070299
2024-05-08,30.78,11.66,35.31,1.84,27.56,0.0,6.717899436605524
2024-05-09,31.67,14.82,37.25,5.39,26.52,0.0,9.230324528281487
2024-05-10,33.91,15.77,50.36,5.57,25.03,1.85,8.463822458002875
2024-05-11,29.42,15.86,29.15,4.25,26.93,0.22,8.830095285665077
2024-05-12,29.07,11.7,33.68,2.33,29.34,0.52,7.184268337984357
2024-05-13,33.1,12.26,36.0,2.78,27.95,0.0,7.911435172797801
2024-05-14,35.99,16.83,40.76,4.16,25.09,0.38,8.99890955024058
2024-05-15,27.69,14.06,36.02,3.84,30.69,1.5,8.121075859369169
2024-05-16,32.27,11.82,42.02,3.89,21.47,1.8,7.428872713821036
2024-05-17,36.7,18.93,45.99,2.61,26.19,0.0,7.830854063299077
2024-05-18,38.41,18.81,41.1,1.66,25.26,0.06,7.213271954856939
2024-05-19,36.11,22.17,57.45,3.28,21.15,6.95,6.902025499194938
2024-05-20,29.17,16.56,63.89,3.76,18.53,1.26,5.290074080602399
2024-05-21,33.08,17.04,58.83,1.24,21.72,0.72,5.2607621006612
2024-05-22,34.56,19.14,51.77,3.28,25.38,0.0,7.568761419832121
2024-05-23,36.99,19.64,47.52,3.65,25.94,0.0,8.55333712838412
2024-05-24,34.03,19.68,54.55,2.6,17.9,0.0,5.870985466946945
2024-05-25,33.11,17.78,61.46,2.78,15.02,9.15,5.006760106073962
2024-05-26,29.8,18.78,58.61,3.04,25.99,3.44,6.54308498190558
2024-05-27,31.22,16.91,44.11,1.79,26.21,2.62,6.5672432966619345
2024-05-28,33.3,14.61,37.62,2.05,27.28,0.0,7.2945660228753715
2024-05-29,33.04,19.31,35.16,4.97,20.1,0.0,9.05960143636675
2024-05-30,34.36,17.99,40.71,2.54,24.03,0.01,7.41848442284837
2024-05-31,32.37,18.78,42.83,3.81,26.57,0.0,8.315900552765763
2024-06-01,33.99,16.83,41.79,1.91,25.89,0.0,7.002704903054101
2024-06-02,33.45,21.05,43.3,3.61,14.87,0.0,6.889437861779587
2024-06-03,34.92,20.74,42.85,1.82,20.81,0.0,6.36929653472408
2024-06-04,33.21,20.86,39.41,2.97,16.08,0.0,6.7527858266035805
2024-06-05,28.46,19.91,52.48,1.76,14.03,0.88,4.428208436317666
2024-06-06,29.82,17.49,51.22,2.15,18.63,0.0,5.39776958644884
2024-06-07,32.99,21.06,55.33,3.62,16.29,3.19,6.157480769342992
2024-06-08,34.24,18.05,51.76,1.49,19.14,0.0,5.368837880898607
2024-06-09,39.86,22.01,32.92,2.16,23.78,0.0,8.190607288873926
2024-06-10,40.42,21.62,34.57,2.34,23.81,0.0,8.408231211718928
2024-06-11,38.97,25.97,36.39,4.47,21.43,0.0,10.154010337337555
2024-06-12,42.09,24.76,35.87,3.22,24.65,0.07,9.843891989353448
2024-06-13,43.16,26.01,32.88,4.66,23.37,0.02,11.761788150578328
2024-06-14,37.25,26.13,43.11,3.18,15.28,0.67,7.237488970494722
2024-06-15,37.52,22.27,46.72,2.94,24.14,0.04,8.03557763219341
2024-06-16,30.75,23.46,50.15,2.51,14.56,1.13,5.439532903977933
2024-06-17,37.07,21.92,49.13,2.99,25.64,0.03,8.084559851102995
2024-06-18,39.23,24.56,38.72,4.15,21.21,0.0,9.590139527972305
2024-06-19,38.1,25.1,36.96,3.27,23.62,0.0,9.084451329994986
2024-06-20,39.6,24.32,40.41,2.28,24.09,0.0,8.086565158677582
2024-06-21,34.12,24.15,57.51,2.25,5.81,17.27,3.7034427734090003
2024-06-22,35.77,22.36,61.94,1.84,22.02,0.06,6.002147034993827
2024-06-23,36.4,23.48,41.73,2.78,26.01,0.01,8.385699994661518
2024-06-24,34.12,20.83,47.96,2.27,25.19,0.0,7.145718546495439
2024-06-25,36.79,20.03,41.57,1.5,26.64,0.01,7.167530052885074
2024-06-26,35.83,21.8,42.6,3.01,23.22,0.38,7.96311537862075
2024-06-27,35.87,21.47,41.74,2.97,26.92,0.0,8.507721986224947
2024-06-28,36.49,23.35,52.95,3.62,24.13,0.4,8.007047181018164
2024-06-29,35.14,23.38,54.65,2.14,13.78,0.94,5.120767605012138
2024-06-30,37.84,22.04,53.89,2.69,20.99,4.38,6.941683121504831
2024-07-01,29.7,21.75,78.04,2.71,6.79,21.42,2.6805849264158734
2024-07-02,27.42,19.53,81.85,3.18,3.73,20.11,1.999753083309717
2024-07-03,31.23,17.62,74.57,2.53,19.57,0.23,4.7240721254146
2024-07-04,31.81,23.22,79.33,2.14,18.11,19.35,4.4604989557691646
2024-07-05,33.19,22.77,84.67,4.05,9.55,58.86,3.0592866108190377
2024-07-06,31.16,20.59,73.85,1.89,25.31,15.61,5.665868808116838
2024-07-07,34.57,23.7,77.84,1.43,13.4,8.77,3.660126161641233
2024-07-08,28.98,22.74,83.07,2.17,11.49,17.0,3.0412078507207503
2024-07-09,31.05,20.96,77.49,2.68,19.14,0.82,4.659561709502685
2024-07-10,31.43,18.79,63.95,1.26,22.88,0.96,5.299685955771054
2024-07-11,33.18,21.71,68.58,2.03,22.33,0.0,5.624331784568232
2024-07-12,32.18,20.99,72.86,2.25,15.64,0.1,4.31132809553449
2024-07-13,33.01,23.04,74.52,1.25,17.41,4.36,4.3486927287626935
2024-07-14,32.98,23.9,71.4,0.99,19.38,0.28,4.717279234481642
2024-07-15,29.58,23.89,77.37,1.38,15.38,2.87,3.814903368281538
2024-07-16,30.57,23.34,84.17,1.53,8.91,26.98,2.5060066953583053
2024-07-17,31.64,23.87,81.82,1.49,10.38,2.58,2.8818238410748913
2024-07-18,35.09,22.8,73.68,2.61,27.79,0.01,6.677857050472711
2024-07-19,35.45,23.63,79.4,2.89,22.68,10.83,5.609053096752475
2024-07-20,32.43,25.16,81.54,2.33,25.61,36.28,5.7953019115076945
2024-07-21,34.81,24.41,85.06,2.86,18.61,2.39,4.539095956373492
2024-07-22,34.49,28.07,86.25,3.47,12.72,7.34,3.5850943536753928
2024-07-23,31.9,28.13,90.64,2.67,13.81,4.23,3.334202180182077
2024-07-24,35.93,27.38,82.52,2.45,19.88,4.52,5.075962356776941
2024-07-25,31.1,25.67,89.51,2.81,6.34,14.25,2.0164443279827085
2024-07-26,33.52,24.95,81.82,1.66,16.85,13.8,4.188060646385844
2024-07-27,33.32,25.0,83.95,2.65,17.27,5.15,4.281944518402628
2024-07-28,31.44,25.83,89.13,2.19,13.07,24.23,3.179118417200445
2024-07-29,33.54,25.93,86.45,2.13,18.79,16.43,4.437922307402717
2024-07-30,34.32,26.38,81.11,3.99,23.85,0.57,5.847119105271326
2024-07-31,32.44,26.93,84.62,3.93,21.78,0.6,5.110826457734405
2024-08-01,33.95,26.43,83.42,3.29,14.29,0.05,3.9582441935478707
2024-08-02,34.98,26.28,80.1,2.7,22.32,0.01,5.555886662469603
2024-08-03,34.61,26.75,81.44,2.65,23.27,1.92,5.64253854903353
2024-08-04,32.81,26.51,84.71,2.38,21.75,22.12,5.0404622596391935
2024-08-05,33.62,25.64,79.6,0.83,19.62,11.06,4.631005548579842
2024-08-06,32.43,24.44,80.93,0.89,21.47,5.21,4.861339772166572
2024-08-07,31.84,23.62,85.98,1.69,15.86,17.63,3.7152165192017432
2024-08-08,32.14,21.15,79.57,2.92,18.27,6.33,4.477086102689997
2024-08-09,31.39,23.86,88.67,2.29,13.53,9.79,3.2100457150222326
2024-08-10,34.81,26.46,75.86,2.84,22.68,2.77,5.861833706616583
2024-08-11,33.28,21.76,67.46,1.82,25.66,3.91,6.068398583667346
2024-08-12,32.98,22.64,69.21,1.55,25.72,0.02,5.951028154160884
2024-08-13,32.58,23.28,77.94,1.93,18.71,0.22,4.564289845854429
2024-08-14,31.94,22.8,79.51,1.7,20.11,1.87,4.641808581441471
2024-08-15,32.79,23.11,77.91,1.13,20.28,3.28,4.672763104035232
2024-08-16,32.53,23.92,78.86,1.26,18.97,2.73,4.456580836964854
2024-08-17,32.47,24.91,79.52,0.81,18.6,16.64,4.313893876082361
2024-08-18,30.75,24.92,83.75,1.28,12.6,31.19,3.1322750661437055
2024-08-19,28.18,23.51,90.05,1.43,11.56,29.9,2.6577329307442628
2024-08-20,30.09,22.41,82.33,1.63,21.37,0.59,4.602269534945518
2024-08-21,31.53,22.21,76.0,0.74,21.58,0.0,4.713939351625899
2024-08-22,33.46,22.55,74.95,1.4,22.42,0.0,5.17393110955886
2024-08-23,34.08,23.64,75.13,1.07,21.29,0.28,4.964182507970616
2024-08-24,34.15,25.11,72.17,0.88,20.91,0.54,4.940217612285072
2024-08-25,34.32,25.3,79.15,1.1,13.09,8.94,3.4202236965650195
2024-08-26,32.33,22.73,90.17,3.98,5.09,46.14,1.8419156333729678
2024-08-27,27.6,19.01,82.88,6.39,14.19,20.99,3.534836657819966
2024-08-28,28.91,17.38,80.41,2.56,24.1,0.02,4.757837408076212
2024-08-29,31.01,18.49,74.97,0.79,23.38,0.0,4.805396534071193
2024-08-30,32.87,21.84,77.1,1.54,22.18,0.0,4.990661415658697
2024-08-31,32.54,24.15,79.13,1.58,20.3,0.0,4.695853907902939
2024-09-01,32.57,22.4,83.76,3.28,14.25,1.31,3.6481491908222563
2024-09-02,28.48,18.82,78.57,2.64,15.57,0.46,3.685571332268997
2024-09-03,28.91,17.72,70.75,1.37,21.06,0.34,4.459040954535433
2024-09-04,32.38,20.41,74.49,3.24,21.57,0.01,5.21188525385946
2024-09-05,28.04,19.07,81.4,3.81,9.47,6.69,2.862508163348881
2024-09-06,28.76,17.1,72.88,1.74,22.83,0.0,4.685524774989413
2024-09-07,30.31,18.14,74.55,1.23,18.89,0.0,4.085029783302899
2024-09-08,31.49,21.24,79.18,1.65,16.12,0.01,3.7910417406576893
2024-09-09,33.16,22.51,78.41,2.9,20.42,0.18,4.891716673053236
2024-09-10,28.42,19.22,87.19,2.93,5.32,5.01,1.8262453448138531
2024-09-11,26.97,18.44,81.27,3.52,8.11,2.2,2.5773148737408818
2024-09-12,29.26,17.2,78.18,2.78,13.65,2.81,3.4167475321264416
2024-09-13,28.24,20.14,80.3,1.73,8.87,2.05,2.4644081608664496
2024-09-14,28.07,18.03,78.74,3.41,7.83,2.05,2.7172083655882777
2024-09-15,25.94,16.38,73.98,2.55,19.84,0.13,4.091220467666781
2024-09-16,29.01,16.34,73.28,1.2,20.85,0.0,4.175631074725934
2024-09-17,30.09,18.6,76.01,2.9,17.7,0.33,4.173174663527239
2024-09-18,30.63,21.04,84.61,2.11,10.69,3.56,2.7163216076636396
2024-09-19,31.73,22.3,83.56,1.32,11.05,0.91,2.7453305038553153
2024-09-20,31.94,14.83,82.19,3.53,11.02,2.61,3.013289355470423
2024-09-21,22.4,12.35,64.93,4.5,20.2,0.55,4.388780252576657
2024-09-22,23.08,10.7,68.34,2.62,20.33,0.17,3.8548734795163218
2024-09-23,24.43,11.1,58.24,0.87,20.19,0.0,3.642591699626817
2024-09-24,26.54,11.62,59.09,2.08,20.15,0.0,4.332465538394817
2024-09-25,27.5,13.24,68.29,1.48,15.76,0.0,3.4225445072260543
2024-09-26,28.34,16.18,73.76,1.3,9.96,0.0,2.5702164093277022
2024-09-27,28.45,17.26,77.57,1.38,12.74,0.02,2.895390004419017
2024-09-28,29.33,18.46,71.82,2.64,16.04,0.0,3.9745910390187134
2024-09-29,29.74,18.03,77.49,2.77,15.33,0.23,3.6337191840981267
2024-09-30,22.47,10.49,86.34,4.27,3.18,16.63,1.4555664457471265
2024-10-01,20.67,7.36,63.49,3.34,20.19,0.07,3.7491442641107025
2024-10-02,19.19,4.03,55.44,1.69,20.55,0.0,3.3509731753379124
2024-10-03,22.45,6.29,50.81,1.21,19.99,0.0,3.4922961946392346
2024-10-04,22.81,5.8,61.51,2.23,17.71,0.0,3.4462902108467213
2024-10-05,24.27,10.47,70.9,1.97,15.8,0.0,3.125777768318228
2024-10-06,22.72,13.39,74.4,1.38,13.01,0.0,2.5882326175738486
2024-10-07,21.31,12.72,76.65,2.14,11.55,0.0,2.4364174909262872
2024-10-08,23.23,9.3,61.76,1.06,17.62,0.0,3.0967984367893515
2024-10-09,23.82,12.6,70.7,2.81,6.38,0.0,2.4519459810858293
2024-10-10,22.02,10.3,56.92,2.72,16.86,0.0,3.750310752308508
2024-10-11,25.7,7.77,54.47,1.62,16.99,0.0,3.550283580346239
2024-10-12,27.0,12.07,63.82,1.9,15.44,0.0,3.46339967819987
2024-10-13,24.88,14.83,75.69,2.26,8.46,0.0,2.3604708498228613
2024-10-14,25.97,13.57,76.63,1.84,12.52,0.0,2.6708864620064388
2024-10-15,26.27,13.65,79.08,1.8,11.04,0.0,2.4247343726536053
2024-10-16,24.94,12.89,79.34,2.02,9.59,0.0,2.222388730768489
2024-10-17,22.3,15.76,86.32,2.28,7.68,8.18,1.7577984418118424
2024-10-18,17.83,11.11,88.45,5.26,2.5,33.28,1.1898941636003317
2024-10-19,12.79,2.93,56.03,5.21,17.06,0.0,3.116561117567673
2024-10-20,13.05,2.39,70.87,1.42,10.31,0.61,1.6521440607311537
2024-10-21,13.8,4.9,76.52,0.84,9.03,0.13,1.4414022954610741
2024-10-22,15.75,6.22,78.62,2.89,9.88,2.65,1.806103487146253
2024-10-23,19.51,4.0,78.08,2.99,15.44,0.06,2.324145048964069
2024-10-24,21.64,7.03,77.28,2.48,13.84,0.0,2.388681217922782
2024-10-25,21.09,7.75,79.47,1.46,11.95,0.0,2.0044886324439797
2024-10-26,21.18,8.58,82.1,1.15,12.48,0.0,1.970136667994581
2024-10-27,19.75,7.91,78.52,2.66,11.32,0.0,2.077392903704165
2024-10-28,19.18,6.02,68.57,1.03,15.68,0.0,2.260033177668091
2024-10-29,22.14,7.28,76.69,2.33,13.12,0.0,2.3234712687615957
2024-10-30,19.4,10.72,81.13,1.39,8.42,0.0,1.6221128750558564
2024-10-31,19.71,9.84,87.98,1.44,8.37,0.11,1.446387942789595
2024-11-01,20.25,8.5,79.17,2.07,11.59,0.1,1.9970288440715693
2024-11-02,22.61,9.46,75.85,1.27,12.94,0.0,2.16544564026082
2024-11-03,21.81,9.42,76.18,2.82,10.07,0.0,2.1997769177505297
2024-11-04,11.09,2.84,52.38,3.46,12.35,0.0,2.5061996149579406
2024-11-05,15.91,3.07,56.11,1.08,14.17,0.0,2.027089835747814
2024-11-06,17.77,2.01,58.82,2.04,13.64,0.0,2.3774420187223115
2024-11-07,18.31,4.5,69.98,3.22,11.43,0.0,2.267858603104334
2024-11-08,17.84,6.26,77.13,2.88,9.4,0.0,1.8271903174655593
2024-11-09,16.82,7.13,85.96,2.47,6.66,0.02,1.2726516154310352
2024-11-10,20.18,9.98,84.16,1.89,4.57,0.24,1.2603902019402142
2024-11-11,19.0,11.74,84.47,1.01,4.88,0.16,1.1431065788262398
2024-11-12,18.56,10.79,89.37,0.93,2.99,1.37,0.8682047423139259
2024-11-13,19.87,12.99,89.09,2.21,3.33,3.9,1.053528740571081
2024-11-14,18.69,11.4,91.19,1.55,1.93,4.36,0.7940006464725637
2024-11-15,18.7,10.5,86.26,1.01,4.29,0.76,1.0288347625736523
2024-11-16,15.66,8.04,66.37,2.95,6.72,0.37,2.0214941975019163
2024-11-17,14.16,3.82,60.58,2.45,12.19,0.04,2.1205689081662666
2024-11-18,11.2,1.18,63.84,2.06,9.28,0.0,1.6038062002366011
